obsi,pulse_id,0
58439,9370,58439.24967377842
58439,7707,58439.249761070634
58439,39,58439.24985353566
58439,9493,58439.24993668315
58439,7473,58439.25014512526
58439,42,58439.25029313136
58439,10051,58439.251056948866
58439,9228,58439.2511133442
58439,7249,58439.25137112806
58439,8069,58439.25178997887
58439,9496,58439.25190887029
58439,7013,58439.25190918719
58439,7013,58439.2519093148
58439,7013-2,58439.25190989823
58439,10319,58439.251978352164
58439,9108,58439.252099000616
58439,9376,58439.252109295914
58439,9232,58439.2523425813
58439,7609,58439.25329268421
58439,9502,58439.253801713465
58439,6760,58439.25394021283
58439,6760,58439.25394033646
58439,9504,58439.254048723495
58439,8714,58439.25410335699
58439,8715,58439.25424310578
58439,8584,58439.254329382566
58439,8719,58439.254571924255
58439,9764,58439.254626686714
58439,9112,58439.254634211
58439,100,58439.25551888248
58439,9115,58439.255674069915
58439,10191,58439.25568319712
58439,10065,58439.25596456648
58439,7364,58439.25630682091
58439,8215,58439.25633942926
58439,9767,58439.256366830465
58439,8990,58439.25666047746
58439,8990,58439.25666064883
58439,9516,58439.25666856617
58439,8218,58439.25713817671
58439,7848,58439.257235672565
58439,8861,58439.25725145962
58439,9518,58439.25732503429
58439,9768,58439.257325974955
58439,9921,58439.257473242935
58439,1940,58439.25758331855
58439,11112,58439.25765255704
58439,6266,58439.25767231808
58439,9246,58439.25781368423
58439,8592,58439.25790524633
58439,7145,58439.25860305728
58439,8594,58439.25864464911
58439,9522,58439.25911710996
58439,6775,58439.25912106798
58439,7493,58439.25933022904
58439,9249,58439.25953327976
58439,9001,58439.25977925217
58439,8599,58439.26025546101
58439,10199,58439.260429873335
58439,105,58439.26086844161
58439,7854,58439.26093009451
58439,9392-1,58439.261175171916
58439,9392,58439.261175763364
58439,9255,58439.261236249324
58439,10988,58439.261891230584
58439,10988,58439.261891348426
58439,8604,58439.26200327597
58439,10731,58439.262836462694
58439,5267,58439.262952881734
58439,9944,58439.263469989455
58439,8606,58439.26349505044
58439,9262,58439.2636749674
58439,8740,58439.26375458614
58439,9139,58439.263863950684
58439,8741,58439.26402465803
58439,2220,58439.26445086481
58439,9533,58439.264479454636
58439,4766-1,58439.26489171106
58439,4766,58439.26489191644
58439,5388,58439.265077502496
58439,9535,58439.26611443978
58439,9268,58439.26646076507
58439,10216,58439.2666740224
58439,5647,58439.266723133034
58439,9146,58439.26699945444
58439,6165,58439.26718891722
58439,9957,58439.268443379246
58439,9275,58439.26877461193
58439,8613,58439.26913150335
58439,9963,58439.27010940715
58439,9284,58439.27032060081
58439,8247,58439.27062469467
58439,3941,58439.270632817665
58439,3941,58439.270632957436
58439,9669-1,58439.270810132664
58439,9669,58439.27081047175
58439,8620,58439.27093458236
58439,8111,58439.271008158044
58439,9156,58439.27105251707
58439,162,58439.27115229374
58439,9552,58439.27134802323
58439,8626,58439.27211878191
58439,8895,58439.27216132504
58439,4411,58439.27233420652
58439,9677,58439.27239498715
58439,177,58439.2725300761
58439,939,58439.27260136018
58439,10097,58439.27283511885
58439,9971,58439.273210266256
58439,9423,58439.27338013113
58439,10237,58439.27363339006
58439,9679,58439.27372093468
58439,9680,58439.2737266272
58439,9425,58439.274123831616
58439,7056,58439.27476795838
58439,8509,58439.27499804446
58439,9163,58439.27502746752
58439,9806,58439.27545817743
58439,9978,58439.27604101193
58439,2967,58439.27635441597
58439,8636,58439.276355429385
58439,5171,58439.27665758391
58439,9810,58439.277198893324
58439,8003,58439.27724606558
58439,9042,58439.277428474794
58439,9433,58439.27796031368
58439,11018,58439.27799922115
58439,11018,58439.2779993571
58439,8902,58439.278549631315
58439,9573,58439.27862771827
58439,10617,58439.278924033904
58439,10617,58439.278924206475
58439,8645,58439.27898517652
58439,8646,58439.279034454004
58439,9046,58439.27936509505
58439,9046,58439.2793651577
58439,8903,58439.27945576149
58439,8133,58439.2794708891
58439,5560,58439.27952539519
58439,6948,58439.2796511715
58439,10623,58439.27972731907
58439,9440,58439.27991497434
58439,8136,58439.280365027815
58439,8137,58439.28051654788
58439,9697,58439.28142427264
58439,5678,58439.282131829226
58439,10248,58439.28238415088
58439,197,58439.282713517205
58439,7191,58439.28340369264
58439,4537,58439.28371789244
58439,9309,58439.28374042478
58439,9828,58439.28409972527
58439,10131,58439.28467883512
58439,7081,58439.284778392815
58439,9057,58439.28487435667
58439,8405,58439.28500677639
58439,7897,58439.28560890471
58439,206,58439.285761558946
58439,8661,58439.28578831586
58439,8913,58439.28627801757
58439,8792,58439.286670812086
58439,8276,58439.286780174516
58439,9315,58439.28724465314
58439,9316,58439.287380057525
58439,10262,58439.287389013916
58439,9837,58439.28816483632
58439,9709,58439.288447076295
58439,9319,58439.28855941741
58439,8802,58439.28949504406
58439,10269,58439.28988927888
58439,9842,58439.290316413
58439,10145,58439.290763842364
58439,10799,58439.29076602264
58439,8285,58439.291395820794
58439,9072,58439.29145604277
58439,6211,58439.29147454073
58439,8168,58439.291845152955
58439,9594,58439.29195014251
58439,8029,58439.29215153777
58439,4438,58439.29247514014
58439,7211,58439.29300418874
58439,7800,58439.29305893969
58439,10275,58439.29310806459
58439,10021,58439.293303458566
58439,5698,58439.2936402992
58439,7445,58439.2937465184
58439,9329,58439.293807984395
58439,11562,58439.29394706256
58439,8681,58439.29527970163
58439,8178,58439.2955517524
58439,9726,58439.29707967537
58439,9205,58439.29709828127
58439,3012,58439.29728389897
58439,8431,58439.297712128675
58439,8554,58439.298426267254
58439,9604,58439.2987556716
58439,234,58439.29938339755
58439,10034,58439.300008549006
58439,6228,58439.30016283179
58439,10292,58439.30022947731
58439,8557,58439.300268992105
58439,8306,58439.300486946166
58442,4911,58442.25882961877
58442,5048,58442.26173009735
58442,4669,58442.26243924521
58442,5265,58442.26326764718
58442,4853,58442.26428856337
58442,4617,58442.26436506098
58442,5055,58442.26512106301
58442,4805,58442.26570698943
58442,4499,58442.2670108814
58442,2229,58442.267077545956
58442,4927,58442.26772670029
58442,4989,58442.26793728448
58442,4501,58442.26808173307
58442,4572,58442.268097278844
58442,4811,58442.26824421302
58442,4002,58442.26947955973
58442,4503,58442.26961054826
58442,2683,58442.26963928514
58442,2683,58442.26963931571
58442,5479,58442.26963957333
58442,4071,58442.26964029188
58442,5205,58442.27017897839
58442,5066,58442.27141326457
58442,3755,58442.27213127168
58442,3402,58442.272139032204
58442,3568,58442.27224326534
58442,5076,58442.276390559266
58442,4215,58442.27655490359
58442,4938,58442.2766410454
58442,5146,58442.27751407176
58442,5146,58442.27751414617
58442,112,58442.27800083221
58442,4397,58442.27865641241
58442,4522,58442.278919090146
58442,4224,58442.28167257707
58442,4454,58442.282030713155
58442,4535,58442.28368675118
58442,5156-2,58442.28372869191
58442,5156-1,58442.28372915739
58442,5156,58442.28372942961
58442,3537,58442.28500177381
58442,4955,58442.285736450445
58442,3648,58442.28604892025
58442,5030,58442.2865976369
58442,3543,58442.287769168695
58442,5034,58442.288273242244
58442,4291,58442.29042814297
58442,4905,58442.29045330898
58442,4239,58442.29045374778
58442,4239,58442.29045384818
58442,4044,58442.29045450474
58442,76,58442.29251778565
58444,2650,58444.246195210435
58444,3893,58444.24649671545
58444,6,58444.247337549416
58444,2251,58444.24862070892
58444,2406,58444.24928892864
58444,3580,58444.25020719067
58444,2673,58444.25252057168
58444,3647,58444.25252124366
58444,3699,58444.25304675418
58444,3590,58444.253617080874
58444,143,58444.255291234454
58444,3355,58444.25578168497
58444,3312,58444.25591521344
58444,3708,58444.25676681814
58444,49,58444.25843782261
58444,3720,58444.26014089894
58444,67,58444.261110543885
58448,3351,58448.24773881487
58448,3458,58448.247989484145
58448,3078,58448.24805503959
58448,3352,58448.248650850604
58448,1875,58448.248808908626
58448,3855,58448.249023293654
58448,2898,58448.24920084841
58448,3955,58448.249416863546
58448,2756,58448.24947803288
58448,2807,58448.249478573205
58448,3715,58448.24956507244
58448,3528,58448.25098869898
58448,3992,58448.25163640469
58448,3463,58448.25167119237
58448,1238,58448.25175690176
58448,3464,58448.25186072573
58448,3588,58448.25186591108
58448,3531,58448.25212650598
58448,3310,58448.252243524235
58448,3137,58448.25242992949
58448,1595,58448.25357019266
58448,3360,58448.25415764287
58448,3726,58448.25478066155
58448,3676,58448.25489708165
58448,1785,58448.25548149092
58448,3728,58448.25558063748
58448,3963,58448.25558115268
58448,3594,58448.25604741483
58448,3369,58448.256186235325
58448,3205,58448.256385435496
58448,3425,58448.25680314812
58448,3049,58448.25705744238
58448,2417,58448.25754991498
58448,3540,58448.258047092124
58448,20,58448.259259480175
58448,3737,58448.259306245185
58448,2683,58448.25935023099
58448,1427,58448.25979057258
58448,3217,58448.260150728514
58448,3603,58448.260241993616
58448,3055,58448.260354118305
58448,3645,58448.26040760343
58448,3789,58448.260409298724
58448,1799,58448.26066382105
58448,3435,58448.26130540952
58448,3693,58448.261414659115
58448,3790,58448.26171587565
58448,3879,58448.26175228019
58448,3439,58448.26196084199
58448,3107,58448.264400170265
58448,3610,58448.26562063759
58448,3178,58448.26565963786
58448,3889,58448.266670886034
58448,3182,58448.266981210705
58448,2654,58448.26890422334
58448,3503,58448.269042967564
58448,3572,58448.26921337092
58448,2396,58448.26929122239
58448,3809,58448.26960248492
58448,4117,58448.26991487498
58448,3400,58448.27014125715
58448,3708,58448.270516839424
58448,3117,58448.27056804239
58448,3349,58448.27099558222
58448,2750,58448.271016772575
58448,3576,58448.27121407578
58448,2800,58448.27132529576
58450,4265,58450.23851155415
58450,4449,58450.23865976128
58450,4266,58450.2387206083
58450,4391,58450.23886095922
58450,5046,58450.239721767924
58450,4195,58450.239800452415
58450,3,58450.239877848355
58450,4122,58450.24026440914
58450,3406,58450.240390537176
58450,3506,58450.24041044407
58450,4777,58450.24086101756
58450,4454,58450.24116740775
58450,4399,58450.24125558809
58450,3918,58450.241813149165
58450,2875,58450.24211255984
58450,4715,58450.2422346397
58450,5106,58450.242241756605
58450,3228,58450.24231541994
58450,3862,58450.24233465825
58450,4717,58450.24274859274
58450,986,58450.24330391383
58450,4456,58450.243305936914
58450,2058,58450.24356116892
58450,3464,58450.24363811122
58450,4722,58450.24448394221
58450,4081,58450.24457569668
58450,3745,58450.2445762894
58450,3701,58450.24479793068
58450,4133,58450.24494784034
58450,4726,58450.24523834722
58450,4729,58450.24568834119
58450,4530,58450.246126309525
58450,275,58450.24638072205
58450,3928,58450.24645341579
58450,4859,58450.24645428059
58450,4658,58450.24749390826
58450,4658-1,58450.24749431855
58450,4929,58450.248008371585
58450,2655,58450.24800882088
58450,4465,58450.24817005003
58450,3751,58450.24839963926
58450,4535,58450.24841729826
58450,4140,58450.24931582631
58450,20,58450.24967471736
58450,4412,58450.24971567814
58450,3986,58450.249918484806
58450,3986,58450.24991871766
58450,5485,58450.25035625937
58450,3301,58450.25042248262
58450,4663,58450.251095859385
58450,4221,58450.25121538622
58450,4736,58450.25131052079
58450,3989,58450.251933733605
58450,4540,58450.25308509592
58450,3882,58450.25358280825
58450,3883,58450.25359237483
58450,4874,58450.25382240042
58450,4541,58450.25404362097
58450,4152,58450.2542341203
58450,2081,58450.254957341625
58450,4744,58450.25495793118
58450,4420,58450.25503928077
58450,4669,58450.25526406215
58450,4156,58450.25559519602
58450,4302,58450.256498687486
58450,3189,58450.256896781495
58450,3653,58450.25703253129
58450,4543,58450.25760312454
58450,3017,58450.25837491532
58450,4822,58450.25899831738
58450,3538,58450.25921196666
58450,4753,58450.25932325534
58450,4102,58450.25948207497
58450,4370,58450.25972214614
58450,2154,58450.25999760596
58450,4620,58450.26004193479
58450,4685,58450.26051051461
58450,1684,58450.26157563174
58450,3723,58450.26202780229
58450,4760,58450.263352134054
58450,3949,58450.263554368306
58450,2400,58450.26400018165
58450,4892,58450.265112266985
58450,4108,58450.26546194635
58450,4767,58450.26556506729
58450,4769,58450.266661926355
58450,4699,58450.2668083072
58450,4505,58450.266845684244
58450,4013,58450.26702932142
58450,3678,58450.26707057705
58450,4015,58450.26736741169
58450,4832,58450.26757650826
58450,4017,58450.268262524085
58450,1995,58450.26860453455
58450,4635,58450.2688660473
58450,71,58450.269010368334
58450,4257,58450.26969610177
58450,4328,58450.269750511434
58450,2871,58450.270541368554
58450,4329,58450.2706621703
58450,4514,58450.270740794906
58450,4567,58450.2708298775
